,Kingdom,Phylum,Class,Order,Family,Genus
ASV862,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA
ASV863,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV864,Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA
ASV865,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV866,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia
ASV867,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV868,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
ASV869,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV870,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus
ASV871,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV872,Bacteria,Chloroflexi,TK10,NA,NA,NA
ASV873,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV874,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV875,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1
ASV876,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV877,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV878,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea
ASV879,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA
ASV880,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV881,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV882,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02
ASV883,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA
ASV884,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV885,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA
ASV886,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum
ASV887,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV888,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV889,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),NA
ASV890,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
ASV891,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA
ASV892,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067
ASV893,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV894,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter
ASV895,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV896,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
ASV897,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV898,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV899,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV900,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV901,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV902,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA
ASV903,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV904,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA
ASV905,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
ASV906,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV907,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
ASV908,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA
ASV909,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella
ASV910,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV911,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA
ASV912,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV913,Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA
ASV914,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus
ASV915,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV916,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV917,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV918,Bacteria,MBNT15,NA,NA,NA,NA
ASV919,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA
ASV920,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV921,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus_Koribacter
ASV922,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1
ASV923,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV924,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV925,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV926,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV927,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV928,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV929,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV930,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA
ASV931,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7
ASV932,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter
ASV933,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
ASV934,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV935,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067
ASV936,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
ASV937,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV938,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV939,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA
ASV940,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV941,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
ASV942,Bacteria,NB1-j,NA,NA,NA,NA
ASV943,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter
ASV944,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV945,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV946,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV947,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV948,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
ASV949,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV950,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
ASV951,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans
ASV952,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
ASV953,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1
ASV954,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV955,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV956,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV957,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV958,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV959,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
ASV960,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea
ASV961,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
ASV962,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV963,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV964,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
ASV965,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV966,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV967,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV968,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA
ASV969,Bacteria,NB1-j,NA,NA,NA,NA
ASV970,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV971,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV972,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV973,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV974,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA
ASV975,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV976,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
ASV977,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV978,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV979,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV980,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV981,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
ASV982,Bacteria,Planctomycetota,Phycisphaerae,Pla1_lineage,NA,NA
ASV983,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,NA,NA
ASV984,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV985,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA
ASV986,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA
ASV987,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanoperedenaceae,Candidatus_Methanoperedens
ASV988,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV989,Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA
ASV990,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Polyangium
ASV991,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA
ASV992,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV993,Bacteria,Chloroflexi,NA,NA,NA,NA
ASV994,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA
ASV995,Bacteria,Sva0485,NA,NA,NA,NA
ASV996,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV997,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV998,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV999,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV1000,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA
ASV1001,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV1002,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV1003,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV1004,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV1005,Bacteria,Desulfobacterota,NA,NA,NA,NA
ASV1006,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV1007,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA
ASV1008,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV1009,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV1010,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA
ASV1011,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV1012,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
ASV1013,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV1014,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV1015,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV1016,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV1017,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Verrucosispora
ASV1018,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV1019,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV1020,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA
ASV1021,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV1022,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
ASV1023,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA
ASV1024,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV1025,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA
ASV1026,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV1027,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV1028,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
ASV1029,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV1030,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
ASV1031,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,NA
ASV1032,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV1033,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV1034,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1
ASV1035,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV1036,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
ASV1037,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV1038,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV1039,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV1040,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
ASV1041,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA
ASV1042,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax
ASV1043,Bacteria,NB1-j,NA,NA,NA,NA
ASV1044,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV1045,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA
ASV1046,Bacteria,Chloroflexi,NA,NA,NA,NA
ASV1047,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes
ASV1048,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV1049,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV1050,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV1051,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,NA
ASV1052,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1
ASV1053,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV1054,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas
ASV1055,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV1056,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA
ASV1057,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,NA,NA
ASV1058,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV1059,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,NA
ASV1060,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA
ASV1061,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV1062,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV1063,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_13,NA,NA
ASV1064,Bacteria,Latescibacterota,NA,NA,NA,NA
ASV1065,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA
ASV1066,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
ASV1067,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV1068,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV1069,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV1070,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV1071,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV1072,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV1073,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA
ASV1074,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV1075,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter
ASV1076,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV1077,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA
ASV1078,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV1079,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA
ASV1080,Bacteria,Sva0485,NA,NA,NA,NA
ASV1081,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA
ASV1082,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella
ASV1083,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV1084,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV1085,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
ASV1086,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV1087,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
ASV1088,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV1089,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,NA
ASV1090,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV1091,Bacteria,NB1-j,NA,NA,NA,NA
ASV1092,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV1093,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV1094,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA
ASV1095,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella
ASV1096,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV1097,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV1098,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA
ASV1099,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA
ASV1100,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV1101,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV1102,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV1103,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV1104,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,NA,NA
ASV1105,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
ASV1106,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV1107,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA
ASV1108,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV1109,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV1110,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV1111,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,JG30a-KF-32
ASV1112,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV1113,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA
ASV1114,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
ASV1115,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
ASV1116,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter
ASV1117,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia
ASV1118,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV1119,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV1120,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV1121,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV1122,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
ASV1123,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
ASV1124,Bacteria,RCP2-54,NA,NA,NA,NA
ASV1125,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV1126,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes
ASV1127,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV1128,Bacteria,Gemmatimonadota,S0134_terrestrial_group,NA,NA,NA
ASV1129,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV1130,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
ASV1131,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
ASV1132,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,NA,NA
ASV1133,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV1134,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA
ASV1135,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA
ASV1136,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV1137,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV1138,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV1139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA
ASV1140,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV1141,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade
ASV1142,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
ASV1143,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
